"file","category","n_findings","checks","species","n_series","n_cells","yr_first","yr_last"
"africa/mar051.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Cedrus atlantica (Endl.) Manetti ex Carrière",62,18245,1297,2001
"africa/mar052.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Cedrus atlantica (Endl.) Manetti ex Carrière",21,2601,1835,2009
"africa/morc001.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Atlantic",38,16358,1253,1984
"africa/morc002.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Atlantic",31,6561,1632,1984
"africa/morc012.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Atlantic",14,2464,1748,1984
"africa/morc013.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Atlantic",28,2951,1845,1984
"africa/morc014.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Atlantic",44,21403,984,1984
"africa/morc018.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Atlantic",100,30874,977,2001
"africa/morc020.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Atlantic",40,4277,1784,2001
"africa/morc021.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Atlantic",52,27835,1021,2001
"africa/morc022.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Atlantic",39,15093,1271,2001
"africa/morc023.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Atlantic",51,22185,987,2001
"africa/morc024.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Black Pi",35,3949,1890,2011
"africa/morc025.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Atlantic",40,13488,1560,2000
"asia/bt001.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga dumosa (D. Don) Eichler",26,10088,1294,2003
"asia/bt002.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga dumosa (D. Don) Eichler",43,14588,1454,2003
"asia/bt007.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea spinulosa (Griff.) Beissn.",15,4246,1611,2005
"asia/bt010.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea spinulosa (Griff.) Beissn.",17,6125,1484,2005
"asia/bt011.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea spinulosa (Griff.) Beissn.",13,3202,1456,2005
"asia/bt012.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus wallichiana A.B. Jacks.",37,7482,1625,2003
"asia/bt013.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus wallichiana A.B. Jacks.",12,2022,1741,2005
"asia/bt016.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Larix griffithiana (Lindl. & Gord.) Carr.",21,5564,1644,2006
"asia/bt018.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus recurva Buch.-Ham. ex D. Don",23,5702,1453,2006
"asia/bt019.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus recurva Buch.-Ham. ex D. Don",15,3362,1660,2006
"asia/bt022.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Taxus baccata L.",30,6452,1630,2003
"asia/chin004e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus armandii Franchet",34,7368,1560,1988
"asia/chin004l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus armandii Franchet",34,7371,1560,1988
"asia/chin004n.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus armandii Franchet",34,7422,1526,1988
"asia/chin004x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus armandii Franchet",34,7456,1525,1988
"asia/chin038.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga dumosa (D. Don) Eichler",42,8840,1591,2005
"asia/chin040.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga dumosa (D. Don) Eichler",30,8907,1393,2005
"asia/chin041.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Tsuga dumosa (D. Don) Eichler",35,10031,1530,2005
"asia/chin042.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea likiangensis (Franchet) Pritzel",16,5216,1519,1996
"asia/chin048.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus tibetica Kom.",57,25837,1080,1998
"asia/chin049.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea likiangensis (Franchet) Pritzel",37,7903,1547,1994
"asia/chin050.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",50,28671,843,2001
"asia/chin051.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",59,34233,828,2001
"asia/chin052.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",51,41877,404,2002
"asia/chin053.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",61,42619,451,2002
"asia/chin054.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",65,43832,711,2003
"asia/chin055.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",56,28292,1237,2002
"asia/chin056.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus armandii Franchet",64,23359,1458,2005
"asia/chin057.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus armandii Franchet",66,18722,1512,2005
"asia/chin058.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus armandii Franchet",61,23331,1359,2005
"asia/chin060.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",52,26272,943,2003
"asia/chin061.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",42,23704,857,2003
"asia/chin062.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",56,34973,845,2001
"asia/chin063.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",47,37492,681,2001
"asia/chin064.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus przewalskii Komarov = Sabina przewalskii Komarov",44,34586,900,2001
"asia/chin065.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus tibetica Kom.",57,21775,1290,2006
"asia/chin072.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus tabulaeformis Carr.",57,7992,1774,2007
"asia/chin073.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus massoniana Lamb.",54,7704,1846,2013
"asia/chin084.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus taiwanensis Hayata",31,4139,1843,2017
"asia/chin084e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus taiwanensis Hayata",31,4139,1843,2017
"asia/chin084l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus taiwanensis Hayata",31,4139,1843,2017
"asia/chin085.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus taiwanensis Hayata",35,3592,1901,2017
"asia/chin085e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus taiwanensis Hayata",35,3592,1901,2017
"asia/chin085l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus taiwanensis Hayata",35,3592,1901,2017
"asia/chn095bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea crassifolia Kom.",20,3949,1722,2017
"asia/chn097bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea crassifolia Kom.",19,3210,1790,2017
"asia/chn098bl.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea crassifolia Kom.",23,4702,1647,2011
"asia/geor002.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",64,9800,1754,2006
"asia/geor003.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",49,7148,1781,2006
"asia/geor004.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",50,7359,1776,2006
"asia/geor005.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",59,8722,1773,2006
"asia/geor006.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",33,3719,1833,2006
"asia/geor007.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies alba Mill.",27,3735,1676,2006
"asia/geor008.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",26,3842,1767,2006
"asia/geor009.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",28,2775,1882,2006
"asia/geor010.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",58,6468,1813,2006
"asia/indi010.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Cedrus deodara (D. Don) G. Don",27,4339,1711,1988
"asia/indi014.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Cedrus deodara (D. Don) G. Don",20,4165,1685,1989
"asia/indi015.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies pindrow (Royle ex D. Don) Royle",17,4691,1590,1989
"asia/indi016.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea smithiana (Wall.) Boiss.",14,2811,1724,1989
"asia/indi017.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea smithiana (Wall.) Boiss.",45,7917,1673,1989
"asia/indi018.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies pindrow (Royle ex D. Don) Royle",12,2265,1745,1989
"asia/indi019.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea smithiana (Wall.) Boiss.",12,1844,1720,1990
"asia/indi020.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus roxburghii Sarg. = Pinus longifolia Roxb.",25,3270,1796,1990
"asia/indi021.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Cedrus deodara (D. Don) G. Don",13,3187,1657,1990
"asia/japa008.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glehnii (Fr. Schmidt) Mast.",34,9360,1532,1997
"asia/japa008x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glehnii (Fr. Schmidt) Mast.",26,6757,1557,1997
"asia/japa015.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea glehnii (Fr. Schmidt) Mast.",51,12852,1418,1998
"asia/japa1.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus densiflora Siebold & Zucc.",7,726,1881,1987
"asia/kor006b.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus koraiensis Sieb. & Zucc.",22,3923,1653,2020
"asia/kore001.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus koraiensis Sieb. & Zucc.",93,16362,1657,1998
"asia/kyrg001.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus spp. L.",51,4461,1839,1995
"asia/kyrg002.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus spp. L.",33,9990,1346,1995
"asia/kyrg003.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus spp. L.",33,6286,1591,1995
"asia/kyrg004.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus spp. L.",65,13947,1378,1995
"asia/kyrg005.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus spp. L.",50,14922,1316,1995
"asia/kyrg007.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus spp. L.",47,17362,1157,1995
"asia/kyrg008.rwl","Normal practice, flagged for reference",1,"trailing text in field 11","Juniperus turkestanica Komar.",27,9739,1420,1987
"asia/kyrg009.rwl","Normal practice, flagged for reference",1,"trailing text in field 11","Juniperus turkestanica Komar.",23,11401,1019,1987
"asia/kyrg010.rwl","Normal practice, flagged for reference",1,"trailing text in field 11","Juniperus turkestanica Komar.",18,5567,1427,1987
"asia/kyrg011.rwl","Normal practice, flagged for reference",1,"trailing text in field 11","Juniperus turkestanica Komar.",24,13785,694,1987
"asia/ls001.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus merkusii Jungh. & De Vriese",30,5189,1743,2005
"asia/ls002.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus merkusii Jungh. & De Vriese",22,3303,1785,2005
"asia/mong003.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sibirica Du Tour",90,31810,558,1999
"asia/mong039.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sibirica Du Tour",110,54784,-106,2011
"asia/mong040.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",209,65020,715,2005
